Episode Number,Final Score,constant,goal state dist,enemy state dist,entity state dist,ldisc dist,rdsic dist
467,275
468,50
469,600
470,0
471,125
472,50
473,75
474,175
475,25
476,100
477,100
478,375
479,100
480,75
481,75
482,0
483,425
484,200
485,100
486,175
487,150
488,600
489,100
490,50
491,50
492,150
493,150
494,200
495,150
496,175
497,100
498,175
499,50
500,25
501,150
502,200
503,25
504,50
505,100
506,50
507,450
508,275
509,0
510,125
511,75
512,125
513,25
514,400
515,150
516,150
517,250
518,25
519,75
520,125
521,50
522,500
523,100
524,125
525,450
526,50
527,0
528,275
529,50
530,50
531,50
532,100
533,175
534,150
535,25
536,25
537,125
538,50
539,175
540,0
541,500
542,50
543,425
544,25
545,75
546,0
547,0
548,175
549,50
550,150
551,200
552,75
553,125
554,50
555,25
556,250
557,150
558,175
559,100
560,550
561,0
562,0
563,0
564,100
565,225
566,25
567,150
568,50
569,125
570,25
571,100
572,25
573,50
574,50
575,525
576,175
577,250
578,275
579,125
580,25
581,100
582,100
583,125
584,125
585,225
586,25
587,125
588,150
589,500
590,75
591,75
592,100
593,75
594,50
595,25
596,175
597,75
598,125
599,250
600,200
601,375
602,50
603,150
604,75
605,25
606,325
607,100
608,100
609,75
610,25
611,50
612,525
613,150
614,150
615,75
616,200
617,100
618,375
619,50
620,25
621,600
622,375
623,150
624,425
625,75
626,50
627,100
628,0
629,50
630,175
631,75
632,25
633,125
634,425
635,100
636,125
637,100
638,75
639,575
640,550
641,175
642,150
643,75
644,100
645,75
646,175
647,75
648,125
649,300
650,150
651,525
652,100
653,25
654,50
655,75
656,175
657,100
658,75
659,75
660,225
661,50
662,100
663,100
664,75
665,50
666,425
667,75
668,50
669,0
670,0
671,125
672,125
673,50
674,125
675,75
676,225
677,100
678,175
679,400
680,125
681,75
682,225
683,100
684,225
685,50
686,250
687,150
688,50
689,25
690,50
691,0
692,50
693,0
694,250
695,150
696,425
697,100
698,300
699,125
700,50
701,100
702,75
703,25
704,150
705,100
706,100
707,75
708,75
709,100
710,225
711,25
712,100
713,525
714,50
715,50
716,175
717,75
718,300
719,175
720,50
721,25
722,525
723,0
724,125
725,425
726,0
727,50
728,75
729,100
730,0
731,25
732,75
733,25
734,250
735,450
736,250
737,75
738,150
739,175
740,200
741,50
742,125
743,25
744,200
745,175
746,75
747,200
748,25
749,225
750,100
751,125
752,50
753,450
754,75
755,250
756,75
757,200
758,200
759,100
760,125
761,250
762,100
763,50
764,100
765,0
766,225
767,50
768,75
769,175
770,125
771,50
772,0
773,225
774,425
775,350
776,275
777,175
778,50
779,50
780,200
781,25
782,500
783,125
784,25
785,125
786,25
787,200
788,75
789,0
790,0
791,75
792,50
793,50
794,125
795,350
796,0
797,0
798,100
799,100
800,125
801,150
802,25
803,25
804,50
805,50
806,100
807,175
808,100
809,50
810,175
811,175
812,125
813,125
814,75
815,0
816,150
817,100
818,0
819,0
820,500
821,100
822,375
823,75
824,150
825,50
826,100
827,150
828,400
829,225
830,25
831,100
832,25
833,50
834,475
835,175
836,225
837,500
838,275
839,175
840,100
841,900
842,100
843,0
844,225
845,125
846,0
847,175
848,50
849,25
850,350
851,225
852,275
853,175
854,75
855,150
856,75
857,225
858,500
859,125
860,50
861,75
862,225
863,125
864,100
865,250
866,425
867,100
868,75
869,425
870,125
871,0
872,100
873,100
874,25
875,475
876,125
877,50
878,75
879,250
880,575
881,550
882,125
883,375
884,225
885,100
886,75
887,325
888,300
889,100
890,50
891,125
892,175
893,475
894,200
895,125
896,75
897,75
898,275
899,175
900,75
901,100
902,175
903,450
904,225
905,150
906,400
907,350
908,50
909,75
910,50
911,275
912,0
913,25
914,600
915,350
916,75
917,50
918,475
919,0
920,75
921,25
922,100
923,325
924,125
925,150
926,75
927,275
928,225
929,275
930,250
931,125
932,50
933,225
934,0
935,275
936,125
937,25
938,25
939,500
940,50
941,625
942,375
943,50
944,100
945,75
946,0
947,475
948,25
949,25
950,175
951,150
952,50
953,75
954,200
955,25
956,400
957,0
958,50
959,225
960,75
961,150
962,250
963,450
964,50
965,100
966,100
967,75
968,50
969,75
970,75
971,75
972,100
973,125
974,0
975,175
976,225
977,50
978,200
979,300
980,100
981,100
982,75
983,375
984,75
985,125
986,300
987,200
988,25
989,75
990,75
991,50
992,275
993,75
994,25
995,150
996,450
997,175
998,225
999,150
1000,250
1001,125
1002,125
1003,100
1004,0
1005,175
1006,200
1007,750
1008,25
1009,50
1010,50
1011,200
1012,50
1013,225
1014,125
1015,575
1016,75
1017,100
1018,200
1019,125
1020,25
1021,150
1022,375
1023,725
1024,500
1025,50
1026,175
1027,100
1028,100
1029,575
1030,150
1031,450
1032,100
1033,250
1034,0
1035,200
1036,225
1037,150
1038,100
1039,125
1040,600
1041,0
1042,50
1043,200
1044,175
1045,350
1046,200
1047,150
1048,100
1049,125
1050,50
1051,0
1052,475
1053,0
1054,375
1055,150
1056,125
1057,225
1058,75
1059,100
1060,200
1061,250
1062,200
1063,0
1064,200
1065,200
1066,100
1067,50
1068,25
1069,100
1070,125
1071,125
1072,0
1073,50
1074,150
1075,100
1076,275
1077,0
1078,150
1079,250
1080,500
1081,100
1082,75
1083,75
1084,100
1085,50
1086,250
1087,50
1088,50
1089,175
1090,50
1091,150
1092,150
1093,100
1094,500
1095,75
1096,175
1097,175
1098,150
1099,125
1100,150
1101,250
1102,175
1103,250
1104,75
1105,175
1106,475
1107,25
1108,50
1109,150
1110,125
1111,275
1112,300
1113,225
1114,150
1115,125
1116,525
1117,250
1118,200
1119,125
1120,200
1121,775
1122,50
1123,50
1124,125
1125,25
1126,50
1127,250
1128,150
1129,250
1130,550
1131,150
1132,350
1133,50
1134,100
1135,475
1136,0
1137,225
1138,75
1139,25
1140,25
1141,575
1142,575
1143,75
1144,75
1145,175
1146,550
1147,75
1148,75
1149,0
1150,50
1151,0
1152,25
1153,50
1154,225
1155,300
1156,150
1157,625
1158,75
1159,150
1160,325
1161,75
1162,150
1163,50
1164,225
1165,175
1166,75
1167,250
1168,675
1169,225
1170,100
1171,600
1172,75
1173,125
1174,150
1175,75
1176,0
1177,50
1178,100
1179,400
1180,0
1181,125
1182,225
1183,125
1184,25
1185,150
1186,175
1187,75
1188,100
1189,75
1190,175
1191,0
1192,25
1193,125
1194,525
1195,475
1196,75
1197,75
1198,150
1199,50
1200,175
1201,75
1202,25
1203,150
1204,225
1205,325
1206,50
1207,100
1208,150
1209,200
1210,450
1211,50
1212,225
1213,75
1214,50
1215,50
1216,250
1217,125
1218,175
1219,25
1220,100
1221,300
1222,50
1223,175
1224,0
1225,50
1226,125
1227,75
1228,150
1229,75
1230,225
1231,25
1232,475
1233,0
1234,75
1235,175
1236,50
1237,75
1238,275
1239,300
1240,350
1241,175
1242,175
1243,75
1244,225
1245,600
1246,75
1247,75
1248,400
1249,125
1250,125
1251,300
1252,275
1253,100
1254,100
1255,175
1256,475
1257,125
1258,75
1259,50
1260,50
1261,75
1262,0
1263,550
1264,50
1265,100
1266,150
1267,250
1268,25
1269,50
1270,150
1271,600
1272,575
1273,25
1274,150
1275,75
1276,150
1277,125
1278,50
1279,100
1280,150
1281,50
1282,25
1283,375
1284,500
1285,50
1286,100
1287,150
1288,200
1289,175
1290,200
1291,100
1292,50
1293,75
1294,200
1295,150
1296,50
1297,200
1298,550
1299,50
1300,450
1301,125
1302,100
1303,75
1304,275
1305,225
1306,75
1307,475
1308,125
1309,200
1310,75
1311,125
1312,50
1313,75
1314,50
1315,25
1316,25
1317,75
1318,450
1319,350
1320,25
1321,100
1322,475
1323,100
1324,50
1325,450
1326,50
1327,525
1328,75
1329,75
1330,75
1331,100
1332,200
1333,0
1334,75
1335,50
1336,100
1337,0
1338,25
1339,125
1340,225
1341,150
1342,25
1343,450
1344,0
1345,50
1346,250
1347,50
1348,500
1349,100
1350,50
1351,500
1352,200
1353,0
1354,25
1355,50
1356,75
1357,225
1358,100
1359,125
1360,175
1361,100
1362,125
1363,50
1364,25
1365,25
1366,0
1367,75
1368,0
1369,25
1370,50
1371,75
1372,325
1373,100
1374,425
1375,125
1376,250
1377,125
1378,425
1379,325
1380,450
1381,175
1382,100
1383,0
1384,250
1385,50
1386,450
1387,125
1388,25
1389,500
1390,50
1391,125
1392,450
1393,200
1394,125
1395,50
1396,100
1397,200
1398,25
1399,575
1400,175
1401,575
1402,0
1403,225
1404,225
1405,175
1406,75
1407,25
1408,150
1409,450
1410,75
1411,175
1412,525
1413,275
1414,75
1415,150
1416,50
1417,100
1418,125
1419,225
1420,50
1421,150
1422,50
1423,250
1424,25
1425,425
1426,500
1427,475
1428,50
1429,225
1430,150
1431,25
1432,600
1433,25
1434,225
1435,75
1436,50
1437,50
1438,100
1439,25
1440,75
1441,50
1442,250
1443,75
1444,75
1445,100
1446,50
1447,25
1448,0
1449,0
1450,150
1451,100
1452,125
1453,725
1454,50
1455,450
1456,50
1457,500
1458,200
1459,225
1460,550
1461,275
1462,50
1463,525
1464,450
1465,350
1466,0
1467,450
1468,50
1469,175
1470,50
1471,50
1472,575
1473,100
1474,50
1475,300
1476,250
1477,75
1478,25
1479,75
1480,25
1481,300
1482,175
1483,525
1484,475
1485,300
1486,75
1487,0
1488,75
1489,50
1490,275
1491,50
1492,50
1493,150
1494,25
1495,100
1496,75
1497,200
1498,125
1499,50
