Episode Number,Final Score,constant,goal state dist,enemy state dist,entity state dist,ldisc dist,rdsic dist
0,200,18.818458014685117,17.091106888515203,1.4323851850999643,4.211573877608204,18.60268704301331,18.662194142667236
1,275,30.241754045598793,26.09732967174795,7.076939424516668,4.211573877608204,27.508309833410042,27.567816933063963
2,50,32.36076344391222,28.17081852280622,8.076149170865653,4.211573877608204,29.62731923172347,29.68682633137739
3,0,32.08783584433997,27.90521800690773,7.9815036062299365,4.211573877608204,29.35439163215122,29.41389873180514
4,225,41.912233529744206,36.476953232781305,9.73937894087738,9.708150127850498,39.17878931755546,39.238296417209376
5,0,41.715051965036956,36.283460033226746,9.69778083382082,9.708150127850498,38.98160775284821,39.041114852502126
6,50,43.56226786906579,38.01430833899137,10.473041032698482,9.708150127850498,40.82882365687705,40.88833075653096
7,125,49.01410166842062,42.93699940277157,10.592065998888389,9.708150127850498,46.28065745623188,46.34016455588579
8,25,49.98487409770337,43.91655963012116,10.543320090207832,9.708150127850498,47.251429885514625,47.31093698516854
9,475,71.95337223823476,63.532052595671985,14.791608180379892,9.708150127850498,69.21992802604602,69.27943512569993
10,75,75.08419618023564,66.47075197129843,14.720236580708294,9.708150127850498,72.3507519680469,72.4102590677008
11,100,78.9919426154564,70.0869765214766,15.66778799205562,9.708150127850498,76.25849840326765,76.31800550292157
12,250,89.60126274359247,78.4504806946656,21.578534848677176,9.708150127850498,84.0540107271758,84.1135178268297
13,50,91.50901157035847,80.31867341341285,21.489167528316315,9.708150127850498,85.96175955394179,86.0212666535957
14,125,97.32209412985775,85.4523268057771,21.96876945034207,9.708150127850498,91.77484211344107,91.83434921309498
15,75,100.04793026628576,88.02052049664054,21.581481584193554,9.708150127850498,94.50067824986908,94.560185349523
16,125,103.87903234609527,91.53346937018982,22.57494778691695,9.708150127850498,98.3317803296786,98.39128742933251
17,0,103.38854819635463,91.0614091399985,22.47136594771189,9.708150127850498,97.84129617993796,97.90080327959187
18,75,106.819874555709,94.26327069487981,23.19985127978987,9.708150127850498,101.27262253929233,101.33212963894624
19,0,106.21229993442121,93.66547236253312,23.09434900458957,9.708150127850498,100.66504791800453,100.72455501765845
20,150,112.57846349296724,99.25889821040742,24.218184322070712,9.708150127850498,107.03121147655057,107.09071857620448
21,450,134.6069377252931,118.22973096691675,24.01627426088429,9.708150127850498,129.05968570887643,129.11919280853039
22,50,136.0805867809328,119.698679882782,23.75310177991158,9.708150127850498,130.53333476451613,130.59284186417008
23,175,141.3049995303706,124.3324693511797,24.18590133386795,9.708150127850498,135.75774751395392,135.81725461360787
24,500,159.27673288592447,140.04020477123373,22.851808873272418,17.859743628794668,150.10628436163094,150.1657914612849
25,75,159.781762202726,140.60558809939957,22.152986771973598,17.859743628794668,150.61131367843245,150.6708207780864
26,75,161.30935927113163,142.17894236900855,21.380033934077147,17.859743628794668,152.1389107468381,152.19841784649205
27,150,167.11286293001604,147.44482369298538,21.846401579455804,18.79918864131354,157.9424144057225,158.00192150537646
28,150,169.6287316519668,150.04965601934575,20.300925683870595,17.679541127150856,160.45828312767327,160.51779022732723
29,0,168.9893037976849,149.433072844403,20.137627838826404,17.679541127150856,159.81885527339136,159.87836237304532
30,475,189.2953316116156,167.13756204388642,20.409421817135797,25.964420200440735,180.12488308732208,180.18439018697603
31,100,190.0887863005666,168.1489053011482,18.784678387006057,25.964420200440735,180.91833777627306,180.97784487592702
32,200,195.83692447903115,173.45260914176765,17.013228852094063,27.71496242448859,186.66647595473762,186.72598305439158
33,225,202.42660663173672,178.7394044272957,20.295966952074544,27.71496242448859,193.25615810744318,193.31566520709714
34,50,203.71069745208018,179.98944573542985,20.00452305189163,27.71496242448859,194.54024892778665,194.5997560274406
35,25,202.99842440479617,179.32031085654708,19.67425551362263,27.71496242448859,193.82797588050263,193.8874829801566
36,50,203.77284803145724,180.07593567208116,19.38066131075599,27.71496242448859,194.6023995071637,194.66190660681767
37,75,205.49862637334712,181.71523442549486,20.5241241681075,27.71496242448859,196.3281778490536,196.38768494870754
38,125,208.50484319311641,184.47476288552195,20.8401250918823,27.71496242448859,199.33439466882288,199.39390176847684
39,125,210.94482662440814,186.75281418459969,20.085979003452184,27.71496242448859,201.7743781001146,201.83388519976856
40,150,214.7458359296067,190.35506986773655,18.766040918943283,27.711350134551218,205.57538740531317,205.63489450496712
41,125,217.9574331412547,193.182534536755,18.891371137184034,27.711350134551218,208.78698461696118,208.84649171661513
42,125,221.73208659172684,196.60026416263966,19.309377491011116,27.711350134551218,212.5616380674333,212.62114516708726
43,525,237.9698915554363,212.59722779112346,17.298820435702737,27.711350134551218,228.79944303114277,228.85895013079673
44,50,239.12671792617311,213.73123387017498,18.28248203110482,27.711350134551218,229.95626940187958,230.01577650153354
45,150,243.4331097991405,217.6715432057848,17.93459425728117,28.26654726709127,234.26266127484698,234.32216837450093
46,100,247.03308755652344,220.96041601216638,19.21634105029004,28.26654726709127,237.8626390322299,237.92214613188386
47,50,248.12905016685562,222.04878117210816,18.861828585320357,28.26654726709127,238.9586016425621,239.01810874221604
48,175,252.61438765204963,226.11853307942508,19.163809636478558,28.26654726709127,241.8470662328292,241.90657333248316
49,125,255.52197505859178,228.81678241027373,18.850773578618487,28.26654726709127,244.75465363937133,244.81416073902528
50,225,261.23328230577147,234.22829546524116,17.660355730239885,29.056779149221462,250.46596088655093,250.5254679862049
51,75,261.18277078016666,234.23013734454122,17.298033712011147,29.056779149221462,250.41544936094598,250.47495646059994
52,100,262.97983898865374,235.9868544207042,16.80388516288993,29.685034649313494,252.21251756943306,252.27202466908702
53,50,263.50149811915026,236.49468479868298,16.553713239015746,29.685034649313494,252.73417669992963,252.7936837995836
54,0,262.5045611609411,235.5452210289599,16.301252001045548,29.685034649313494,251.73723974172043,251.7967468413744
55,100,264.9848724752714,237.99375673215226,17.623488098402838,29.685034649313494,254.21755105605072,254.27705815570468
56,125,265.78654231446814,238.9321842656691,16.924642306489325,29.685034649313494,255.01922089524746,255.0787279949014
57,75,267.5242327840699,240.61130064317695,16.289043921808958,29.685034649313494,256.75691136484926,256.8164184645032
58,0,266.50854639043706,239.63163503396953,16.029794001109973,29.685034649313494,255.74122497121638,255.80073207087034
59,200,272.6028805724153,244.69456803422543,16.86249136503105,29.685034649313494,261.9458606117721,262.00536771142606
60,75,273.7218906981322,245.7974784531839,16.758011203917825,29.685034649313494,263.064870737489,263.12437783714296
61,100,275.0414484236304,247.0317427901389,18.59446755556305,29.685034649313494,264.3844284629872,264.4439355626412
62,100,273.6840791305586,245.88612618380583,17.81912761743146,29.685034649313494,263.0270591699154,263.08656626956935
63,0,272.6442594520795,244.88317314129438,17.553507294274088,29.685034649313494,261.9872394914363,262.04674659109025
64,25,272.0937841251906,244.38313931346465,17.29189532933298,29.685034649313494,261.4367641645474,261.49627126420137
65,150,276.4948731686398,248.36835412878133,18.72979646436055,29.685034649313494,265.8378532079966,265.89736030765056
66,225,281.0768776903046,252.63347222946163,20.9124798626745,29.50671556675408,270.41985772966143,270.4793648293154
67,50,280.6745674978782,252.33739259265425,19.464956874091335,29.50671556675408,270.017547537235,270.07705463688893
68,125,281.7708235532228,253.5405663776248,19.016501396297166,29.50671556675408,271.1138035925796,271.17331069223354
69,125,281.98705372705655,254.07426942066039,18.29326759249993,29.50671556675408,271.33003376641335,271.3895408660673
70,350,296.180938933547,267.0365843235368,17.032908252059215,29.50671556675408,285.5239189729038,285.58342607255776
71,200,292.4872975134503,265.2855408879976,12.090037207136668,29.93113294908709,281.8302775528071,281.88978465246106
72,175,295.68667340465805,268.27697164823337,11.530819785909436,31.23877875324597,285.02965344401485,285.0891605436688
73,200,291.7530582585516,266.72130760346437,7.1608881060776195,30.38703237973259,281.0960382979084,281.1555453975624
74,100,294.7271446155245,269.4358965626392,6.044781824581287,30.968888185252187,284.0701246548813,284.12963175453524
75,175,299.3095340829266,273.31079201103904,6.786037498363528,30.968888185252187,288.6525141222834,288.71202122193733
76,75,297.41483324965685,271.8487980548354,3.4696205322216787,30.968888185252187,286.75781328901365,286.8173203886676
77,75,297.94662725101483,272.4054832175784,2.9057486116257354,30.968888185252187,287.28960729037163,287.3491143900256
78,125,301.8166159469528,275.91804182321937,3.4529502783389847,30.968888185252187,291.1595959863096,291.2191030859636
79,50,300.80652966739603,275.09149810739166,3.465486719184379,30.968888185252187,290.14950970675284,290.2090168064068
80,100,302.4034378862995,276.6797413070046,3.121623080798658,30.968888185252187,291.7464179256563,291.8059250253103
81,450,317.860259812895,290.5309886113262,2.2954317376792597,38.56515019829935,307.2032398522518,307.26274695190574
82,175,322.79510869049545,295.0538758736162,3.686513896266498,38.56515019829935,312.13808872985226,312.1975958295062
83,125,325.23260120050446,297.39665070624335,4.196873608321946,38.56515019829935,314.57558123986126,314.6350883395152
84,150,322.11063437796554,294.84935008443466,4.0448243612323695,33.514152849392744,311.45361441732234,311.5131215169763
85,500,338.4002143616488,309.6399389232421,1.6993903233983678,33.514152849392744,327.7431944010056,327.80270150065957
86,150,340.45750315983264,311.75312731813113,2.4409333284361505,33.514152849392744,329.80048319918944,329.8599902988434
87,150,343.2067150199055,314.46516396015437,1.010458341700561,33.189182371880996,332.5496950592623,332.6092021589163
88,150,346.4785164728529,317.43907175393747,1.0895966401305623,33.189182371880996,335.8214965122097,335.88100361186366
89,525,360.2686800498371,330.21627571646775,-0.5114892325687357,33.189182371880996,349.6116600891939,349.67116718884785
90,50,360.37491149840946,330.38229622482675,-1.0221526421921034,33.189182371880996,349.71789153776626,349.7773986374202
91,0,357.62380794834604,327.7128170963938,-1.36844260561874,33.189182371880996,346.96678798770284,347.0262950873568
92,50,357.235724369964,327.44822956796696,-2.762191355072097,33.189182371880996,346.5787044093208,346.63821150897473
93,75,358.28063284855324,328.47983593875443,-3.432049865223955,33.189182371880996,347.62361288791004,347.683119987564
94,150,355.830413616187,326.5435896389252,-5.1052294698689185,28.51330756363408,345.1733936555438,345.23290075519776
95,125,355.4910255992577,326.4763451517605,-6.850306329162486,28.51330756363408,344.8340056386145,344.89351273826844
96,0,354.13857208381535,325.1882941846725,-7.187299694720462,28.51330756363408,343.48155212317215,343.5410592228261
97,0,351.7851369083297,322.94692735087665,-7.858066785151442,28.51330756363408,341.1281169476865,341.1876240473405
98,225,352.31026195622377,323.59402975983255,-7.10986833045262,24.55028539978695,341.6532419955806,341.7127490952345
99,75,353.42153290282005,324.7349662295855,-5.325744082463531,24.55028539978695,342.76451294217685,342.8240200418308
100,125,353.58335937448913,325.2986263798458,-5.622940952548113,24.55028539978695,342.92633941384594,342.9858465134999
101,525,365.2150086686282,337.16935543774923,-6.080026317154109,24.55028539978695,354.557988707985,354.61749580763893
102,150,365.12571404893583,337.41382905109043,-4.9382704178347145,24.55028539978695,354.46869408829264,354.5282011879466
103,150,367.3524841911267,339.44252899938914,-1.894153636803795,24.55028539978695,356.6954642304835,356.75497133013744
104,50,367.405749679071,339.5595460603629,-2.2417289513503835,24.55028539978695,356.7487297184278,356.80823681808175
105,100,367.1150469782471,339.4596097278971,-2.909103875202983,24.55028539978695,356.6185723772994,356.67807947695337
106,125,369.2173989013989,341.456439180646,-2.7002569893090604,24.55028539978695,358.7209243004512,358.78043140010516
107,175,370.83021127416225,343.1840526426961,-0.5150723815396597,24.55028539978695,360.33373667321456,360.3932437728685
108,0,369.06080105568145,341.49890005366666,-0.868851022496717,24.55028539978695,358.56432645473376,358.6238335543877
109,25,368.1928591193065,340.67228868569043,-1.222036063046387,24.55028539978695,357.6963845183588,357.75589161801275
110,100,369.7104662311258,342.17859886896906,-1.0176895540484747,24.55028539978695,359.2139916301781,359.27349872983206
111,125,365.22925363804643,338.63446148543596,-5.010253395314097,22.74617435419932,354.73277903709874,354.7922861367527
112,125,367.0350398159281,340.35828860801604,-4.260373802234678,22.74617435419932,356.5385652149804,356.59807231463435
113,150,369.63195079895524,342.8339659629694,-4.9500330887832575,23.654315609224554,359.13547619800755,359.1949832976615
114,125,369.3634462354011,342.91526675456635,-4.501439344907899,23.654315609224554,358.8669716344534,358.9264787341074
115,175,371.75666891091504,345.35676528209126,-2.69588859979498,23.654315609224554,361.26019430996735,361.3197014096213
116,50,370.77519713270976,344.43872614005744,-2.26232618172394,23.654315609224554,360.27872253176207,360.338229631416
117,100,369.8985128486038,343.88187214446367,-2.1759089795596784,23.654315609224554,359.4020382476561,359.46154534731005
118,50,369.6828023505076,343.7574304898962,-0.9764347535031124,23.654315609224554,359.1863277495599,359.24583484921385
119,425,384.5537705485401,357.522050394192,-2.0098683407138216,23.654315609224554,374.0572959475924,374.1168030472464
120,425,398.0037388400619,369.96182349686666,-2.570442252665403,37.68331840249971,387.5072642391142,387.56677133876815
121,75,398.09437480815546,370.161252687635,-1.075944649431536,37.68331840249971,387.5979002072078,387.6574073068617
122,0,396.1866296915695,368.32602613582463,-1.4607999057302852,37.68331840249971,385.69015509062183,385.7496621902758
123,175,396.1083615180728,368.5062473410699,-1.8877120712162836,36.23309612099557,385.6118869171251,385.67139401677906
124,50,395.2006953381102,367.700605519292,-2.8313579264735114,36.23309612099557,384.70422073716253,384.7637278368165
125,500,409.35669484276303,381.02634787582616,-4.252037981880968,42.45111182474798,398.86022024181534,398.9197273414693
126,225,410.5708914244541,382.4612534405148,-5.201183328768003,41.761462690876435,400.0744168235064,400.13392392316035
127,75,411.70520604709344,383.61597990050814,-4.606264160115422,41.761462690876435,401.20873144614575,401.2682385457997
128,75,412.3081348939519,384.22630470590656,-5.198880912457851,41.761462690876435,401.8116602930042,401.87116739265815
129,25,410.7878464713896,382.74049527040853,-5.995110606670558,41.761462690876435,400.29137187044194,400.3508789700959
130,150,414.71929893236825,386.3240776844848,-4.843508428580999,41.761462690876435,404.22282433142055,404.2823314310745
131,50,413.65154717453305,385.38421887543603,-6.23342801788594,41.761462690876435,403.15507257358536,403.2145796732393
132,175,414.3288095075902,386.54914592156894,-8.990057321395945,42.17604309237399,403.83233490664253,403.8918420062965
133,50,413.10495920047174,385.5469702061015,-7.879272584149704,42.17604309237399,402.60848459952405,402.667991699178
134,475,420.8527162852086,394.9009734084482,-11.93314975162372,42.17604309237399,410.3562416842609,410.41574878391486
135,125,424.0141072303277,397.8351112405468,-10.59103787767588,42.17604309237399,413.51763262938,413.57713972903395
136,50,424.6057828423016,398.5213646014355,-9.624759451044275,42.17604309237399,414.1093082413539,414.16881534100787
137,125,425.4781416758986,399.54008457467984,-10.34854022922546,42.17604309237399,414.9816670749509,415.04117417460486
138,50,423.50354832636106,397.6584180706835,-11.977925790370413,42.17604309237399,413.00707372541336,413.0665808250673
139,100,424.0687302997725,398.20918836952495,-12.35123179345703,42.17604309237399,413.5722556988248,413.63176279847875
140,50,424.345285499649,398.59935060994064,-11.697205732560255,42.17604309237399,413.8488108987013,413.90831799835524
141,75,424.3571721386584,398.7137635310502,-12.399968745699786,42.17604309237399,413.86069753771073,413.9202046373647
142,125,424.6203759716257,399.1936866666034,-10.238003963387554,42.17604309237399,414.123901370678,414.183408470332
143,225,429.9844083302551,404.05831538308877,-5.345072350304349,42.17604309237399,419.48793372930743,419.5474408289614
144,25,428.2223481889116,402.4523905165765,-5.45363163742404,42.17604309237399,417.7258735879639,417.7853806876179
145,125,426.7733774324327,401.07272134688117,-6.6247363692180095,42.17604309237399,416.276902831485,416.336409931139
146,225,429.9196771599135,404.4482190692034,-5.161853697243771,42.70440661329315,419.59843199172053,419.6579390913745
147,200,430.2643861635576,405.41866974807084,-4.907548430852591,41.86350568461683,419.9431409953647,420.0026480950186
148,175,430.32618057062274,405.8337931602275,-7.475660334931177,42.38263698236947,420.0049354024298,420.06444250208375
