Episode Number,Final Score,constant,goal state dist,enemy state dist,entity state dist,ldisc dist,rdsic dist
0,200,-26.242507327479913,-16.130111566390042
1,250,-48.866886269026324,-23.38247989862324
2,225,-69.99435532902278,-30.13328678235831
3,200,-129.23093622864786,-67.04949161210234
4,300,-128.51133784021155,-62.598630689479194
5,550,-127.29449605400987,-58.03632926379158
6,175,-178.26823318950636,-79.55431144040557
7,500,-172.51089353446068,-73.39784564589038
8,225,-183.80939619402005,-75.08979407657921
9,600,-175.16978267973252,-68.15427245056826
10,200,-203.47464787274401,-76.8520567326121
11,550,-197.71643614254774,-71.43412236212944
12,575,-178.16507385738146,-58.301650853143954
13,525,-184.7491350024601,-57.735917930641314
14,525,-194.47550580940506,-58.42239073327582
15,225,-204.30632490470936,-58.71954059643345
16,175,-216.99935464560926,-62.03050739090321
17,225,-246.796383940154,-72.17690403276116
18,200,-256.89788502345215,-73.79607575691361
19,275,-278.5214403476163,-79.17154892918681
20,450,-259.6128589584806,-67.61982430046534
21,500,-260.36719275756036,-57.72372122546492
22,250,-294.20003636439986,-70.84708498283987
23,200,-318.7858329732702,-79.50846719626624
24,225,-326.40317543274733,-79.15637934947833
25,225,-327.08023970773655,-76.0040807212249
26,125,-326.0174095014211,-73.14316980224083
27,250,-313.64637315395515,-65.4500784631562
28,200,-295.7260342325525,-55.01811335265145
29,150,-300.4308223095635,-61.591463060814256
30,225,-302.4510989431405,-59.47300796184621
31,550,-288.5305880276281,-50.16165916515838
32,575,-283.57243080195207,-43.64879292726619
33,475,-281.7794526252996,-39.7522432255553
34,275,-271.11163190031226,-31.909802942809335
35,200,-279.9545091878523,-32.45379392643239
36,500,-278.57713202554413,-28.555903151951465
37,150,-272.68828583468024,-23.72340150804552
38,225,-277.97161018277035,-23.043068788799143
39,525,-265.89447600631166,-14.719829247000867
40,275,-268.1902594739041,-12.439427811477703
41,150,-289.5920893006834,-21.75827185300367
42,225,-315.5026330865163,-30.41292262507495
43,550,-313.71824764386156,-25.86656346718645
44,175,-328.4950462084693,-30.540153703449835
45,175,-324.23472324221694,-26.2355177862615
46,200,-313.9318977323417,-19.85624067073787
47,500,-313.722234807117,-10.725969959780155
48,250,-316.83364017242224,-10.20785034121078
49,250,-328.0267698389257,-13.698482085476071
50,250,-333.86463452154646,-13.728294810821424
51,200,-332.62054440278797,-10.870061328909868
52,225,-343.5000073823889,-12.728897206093059
