Episode Number,Final Score,constant,goal state dist,enemy state dist,entity state dist,ldisc dist,rdsic dist
0,300,-34.65019089583251,-18.73879928325069,-16.32341500864219,1.7032053530598403,-30.07147125543695,-25.32367742960679,-18.660225572977986
1,275,-75.59616015426747,-39.460371361086736,-24.00717483869808,-1.6542321389025205,-57.341324468054665,-55.280446461184816,-40.13882586225738
2,300,-109.6200499728999,-51.67407147230605,-30.002210598657925,0.32846529723351353,-78.86802895765982,-74.83174678730369,-53.92060142447331
3,275,-134.38121576006293,-65.1281334517763,-40.48382193632757,-1.9508572094710832,-101.66812740059592,-92.40558597410295,-64.76572910549828
4,100,-161.21321760352455,-86.68473608995419,-40.686540188197796,-1.9508572094710832,-122.90668612208643,-110.68928401746551,-85.5543776050672
5,600,-161.51151245948472,-79.75254765213225,-39.648712069299215,1.2414112166970743,-121.50045227611866,-113.51625945556347,-69.11285165661947
6,325,-172.2001920955155,-76.4961943398333,-33.30738203097067,-4.10190683843739,-126.12346215435096,-114.81300786433383,-70.94012022849282
7,950,-150.3110676599318,-59.3059665990468,-17.223652214943794,-7.693192464178809,-89.97904212102263,-98.82887508914779,-48.35226699900075
8,125,-181.9201188462955,-90.33312073414247,-22.08477180601282,-7.693192464178809,-115.64420441983148,-128.8381117985662,-73.73106782364718
9,350,-202.31637431453194,-95.96352219708939,-30.443558841334553,-12.91044471649681,-133.7718214225051,-129.4778241191418,-82.88519831595549
10,300,-212.97628408895574,-104.92614713334596,-41.253922929701105,-12.91044471649681,-141.15663359795457,-137.02749929646617,-92.95406460883657
11,900,-203.86206635458433,-90.64680426631928,-28.909335963485773,-11.505480117048464,-130.95319241741268,-104.56398252413503,-61.16415927294149
12,350,-202.54795759611795,-82.27909896141236,-26.484421639933775,-16.123985042410567,-119.91780580641311,-102.02005246944205,-55.97482780509171
13,225,-228.08077831551344,-95.61388170484268,-35.03986011801353,-13.938699466834503,-139.47836695918838,-123.42626419167182,-64.85012270322385
14,325,-243.95603989361393,-94.1537753246259,-32.26354240301712,-20.788286330240542,-145.5695048728025,-121.59272327413382,-72.69779736311638
15,575,-241.4671035452507,-85.62555020252654,-34.46837612342104,-16.66740416553914,-142.2294498333663,-115.03930218334803,-60.68211685956028
16,275,-256.2698378464691,-98.18544307714613,-35.58817675847429,-16.66740416553914,-148.7567797179,-120.77810028228413,-72.71810994256042
17,450,-268.9254716422268,-90.43146375393351,-37.06620111135577,-13.711261846356143,-136.64961249254284,-118.5664341210731,-69.91149984400396
18,275,-276.5993405253176,-85.5815059738477,-38.218210216771595,-16.962015008211146,-134.92093380464232,-111.94646536349134,-71.23002039929473
19,225,-287.74877643318143,-85.45899583923841,-34.06353377298725,-17.954272901066123,-134.48529719674715,-119.23956933059812,-69.51486663888419
20,375,-305.90396510211644,-84.03497420037019,-31.71588465681849,-25.519462960592776,-134.57646654080537,-120.33700089214045,-77.66180469835507
21,325,-315.26814647196636,-80.65862166369739,-35.56008541460983,-22.139411772859038,-120.30782539001302,-118.04912187695435,-71.09460880065325
22,325,-315.59353398956836,-76.59612753330318,-41.5322381110627,-19.627020504092783,-120.3852961374532,-118.27707536961509,-63.41069254573961
23,250,-330.00600034207446,-83.77211854128451,-50.90305144249285,-19.627020504092783,-123.80681653209439,-128.92136215526855,-76.00742105574341
24,600,-344.715112354514,-82.45983676156777,-59.321583248517165,-16.60436540025427,-126.45687660213348,-142.47432099420726,-69.94508017708446
25,150,-354.578758422615,-90.43375968227976,-68.33669321980696,-19.65659151353244,-138.4038283284878,-147.65723602001935,-78.51702218400737
26,525,-373.0663099344148,-95.59624383723938,-69.78696544385434,-15.98800087937938,-145.50442424097682,-166.94902931520605,-76.30006622526251
27,625,-348.7631960222141,-75.94772361123117,-73.64316876551506,-8.688630912451572,-131.56573334658196,-141.6245522436567,-48.2149771013802
28,225,-351.5355478939698,-84.26007371438902,-75.24865215639531,-8.688630912451572,-138.2596913971541,-144.27221611485353,-59.47511459184336
29,700,-348.54236932605664,-69.15509503837623,-69.10002687058818,-2.4329996680493617,-130.12685721662726,-131.63378359117957,-52.58817674017751
30,150,-362.92191120033107,-84.95213586455571,-69.66565758161606,-2.4329996680493617,-145.15481578091877,-143.72239131589748,-64.6746940676623
31,325,-369.94706264024455,-78.50036531154349,-75.90991560003658,-3.563743844319883,-147.5759575375129,-140.81327966169627,-63.74484368535608
32,350,-365.91928809960183,-67.73250302783181,-69.9732607502645,-1.4643742408829983,-134.50763204121145,-139.70121986348002,-50.5559260540766
33,250,-382.86979940991483,-69.28261657626894,-75.0457020298663,-6.507138637768702,-141.09764329903317,-144.74897320303205,-56.32513119165584
34,375,-403.8155945351492,-74.38974936378426,-90.89734556911641,-3.8999965676308346,-141.93133559523494,-151.4956749479454,-61.76211342584004
35,500,-413.516534005115,-68.89908483890227,-91.97893537511368,-3.8999965676308346,-145.21729044970112,-146.24510358585917,-60.90233206213053
