Episode Number,Final Score,constant,goal state dist,enemy state dist,entity state dist,ldisc dist,rdsic dist
0,475,-25.4478791433081,-21.050720729335602,-3.46148973986515,0.7302162249884505
1,525,-70.67015791882085,-39.753687478888764,-18.017420546711385,7.0598684457316745
2,175,-104.78845810306477,-54.40029274946852,-24.237506902327443,7.760668539595229
3,250,-144.65881402524076,-71.609106460035,-32.36192479907025,0.7018702463198583
4,225,-170.69920070679456,-81.81774845632057,-40.36553329355072,2.146724694703548
5,250,-193.63781790166928,-89.04065422832572,-47.75769701071702,3.4916447020266843
6,275,-202.90637315345347,-89.60962554453249,-51.91738333953282,5.4043488905468875
7,500,-199.52191049846442,-78.30638698217291,-57.38611878336677,5.4043488905468875
8,225,-209.65679223893724,-80.32116374880233,-59.56068017148011,6.888289670845704
9,225,-230.67475153081025,-88.19890693650218,-66.2835396658684,8.660898298248595
10,225,-249.7905636112335,-94.99944362445653,-72.00699665946395,9.90699766008737
11,575,-228.35157990782574,-77.41677325674,-73.30582069163539,9.90699766008737
12,200,-217.0888104964145,-70.21778669693451,-72.90066894859837,11.750221621279614
13,225,-235.7100346645724,-77.31284178862926,-78.93957383672729,13.800660309525783
14,275,-254.24772918686608,-81.46082283285115,-91.99350336973805,15.474041804572863
15,250,-295.13753876378604,-95.01308342261878,-97.0341473188259,12.95835271743204
16,300,-327.55939387961416,-107.17075081792936,-107.95923651074436,9.213971726875144
17,250,-353.63510218057866,-117.99361932874382,-123.32718193335262,11.64813837294722
18,500,-346.2805572513836,-113.58988026374792,-127.50020023278995,18.662654138750433
19,275,-331.8652723285761,-104.69716976076309,-126.20397760464257,21.10177392571746
20,275,-359.999748814521,-113.96783744995497,-134.88505761040838,23.531558747656298
21,225,-388.4043544278496,-125.38734448141328,-142.20017020468606,25.932636137915424
22,250,-402.12588787375125,-128.6367972712466,-146.3997397847793,28.484119486776862
23,200,-395.9641454102435,-124.10161371912729,-146.62641345547806,30.580346595867983
